Job,Position,Data
Hotel Jobber,Hospitality / Steward / Waiter,"['', '', '', 'pune', '', '₹ 5,000 to ₹ 15,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Any Timing', '', '', 'Male', '', '', '', 'Marathi,English,Hindi', 'Marathi,English,Hindi', '20 Opening (s)', '', '', '', '', 'Others - make food', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Soyh Indian cook ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Accountant job in Durga Puri Delhi,Accountant,"['', '', '', 'Durga Puri, Loni Road housing complex', '', '₹ 5,000 to ₹ 10,000', '', '6 Months to 1 Year', '', '', 'B.Com', 'Full Time (Day)', '', '', '', 'Female', '', '', 'English', 'English', '20 Opening (s)', '', '', '', '', 'Busy,  Others - Tally Gst income tax audit bank statement', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Busy, Others - Tally Gst income tax audit bank statement  ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Fitter / Turner job in Velu Pune,Fitter / Turner,"['', '', '', 'Velu', '', '₹ 5,000 to ₹ 15,000', '', '6 Months to 1 Year', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '10 Opening (s)', '', '', '', '', 'Welding', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Welding ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Office Boy / Peon  Job in Mayur Vihar ph-iii Delhi,Office Boy / Peon,"['', '', '', 'Mayur Vihar ph-iii', '', '₹ 5,000 to ₹ 10,000', '', '6 Months to 1 Year', '', '', '10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '2 Opening (s)', '', '', '', '', 'Pantry work, Filing documents, Cleaning & dusting, Delivery & Collection, Basics of computer', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Pantry work,Filing documents,Cleaning & dusting,Delivery & Collection,Basics of computer ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Teacher / Tutor Job in Nangloi - ii Delhi,Teacher / Tutor,"['', '', '', 'Nangloi - ii', '', '₹ 5,000 to ₹ 20,000', '', '6 Months to 1 Year', '', '', '12th Standard', 'Full Time (Day)', '', '', '', 'Female', '', '', 'English,Hindi', 'English,Hindi', '5 Opening (s)', '', '', '', '', 'Good Teaching Style, Clear Objectives, Effective Discipline, Classroom Management, Subjects-English', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Good Teaching Style,Clear Objectives,Effective Discipline,Classroom Management,Subjects-English ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
BPO / Data Entry / Computer Operator Job in Devendra Nagar Raipur,BPO / Data Entry / Computer Operator,"['', '', '', 'Devendra Nagar', '', '₹ 8,000 to ₹ 10,000', '', '6 Months to 1 Year', '', '', '12th Standard', 'Any Timing', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '2 Opening (s)', '', '', '', '', 'Basics of computer, MS Excel, Good communication, Proofreading, Quality assurance', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Making Question Paper In Hindi And English ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Cook / Helper Job in Sec44 Gurgaon,Cook / Helper,"['', '', '', 'Sec44', '', '₹ 5,000 to ₹ 12,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi,English', 'Hindi,English', '1 Opening (s)', '', '', '', '', 'Can cook-Veg', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Need a person wo can cook ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Call Center job in Naroda Road Ahmedabad,Call Center,"['', '', '', 'Naroda Road', '', '₹ 9,000 to ₹ 18,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Gujarati', 'Gujarati,Hindi', '50 Opening (s)', '', '', '', '', 'Voice', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Voice ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Painter Job in Kannauj Kannauj,Painter,"['', '', '', 'Kannauj', '', '₹ 5,000 to ₹ 10,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'Hindi', '10 Opening (s)', '', '', '', '', 'Knowledge of painting tools', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Knowledge of painting tools ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Office Assistant / Clerk / Back Office job in Sector 3 bhilai Durg,Office Assistant / Clerk / Back Office,"['', '', '', 'Sector 3 bhilai', '', '₹ 12,000 to ₹ 35,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'Oriya,Bengali,English,Hindi', '38 Opening (s)', '', '', '', '', 'Filing documents,  Inventory Management,  Email writing & Etiquette,  Communication centre', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Filing documents, Inventory Management, Email writing & Etiquette, Communication centre ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Data Collection / Survey Job in Ghaziabad Ghaziabad,Data Collection / Survey,"['', '', '', 'Ghaziabad', '', '₹ 5,000 to ₹ 15,000', '', '6 Months to 1 Year', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'Hindi', '50 Opening (s)', '', '', '', '', 'Data collection, Surveying', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Data collection,Surveying ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Painter Job in Kanpur  Kanpur Nagar,Painter,"['', '', '', 'Kanpur', '', '₹ 5,000 to ₹ 10,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'Hindi', '10 Opening (s)', '', '', '', '', 'Painting-Industrial steel ', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Painting-Industrial steel ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Delivery / Field Job in Vasundhra Ghaziabad,Delivery / Field,"['', '', '', 'Vasundhra', '', '₹ 5,000 to ₹ 6,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Delivery', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Delivery ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Maid / Servant Job in Lalitpur Lalitpur,Maid / Servant,"['', '', '', 'Lalitpur, 110092', '', '₹ 5,000 to ₹ 16,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Sweeping & Moping, Bathroom cleaning, Kitchen cleaning, Vaccum cleaner handling, Moping machine handling, Cooking foods', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Sweeping & Moping,Bathroom cleaning,Kitchen cleaning,Vaccum cleaner handling,Moping machine handling,Cooking foods ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Hr Executive,HR / Administrator,"['', '', '', 'Hsr Layout', '', '₹ 5,000 to ₹ 25,000', '', '', '', '', '', '', 'Fresher', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English', 'English', '6 Opening (s)', '', '', '', '', ""Payroll processing, Attendance & Leave management, HRMS, Candidate's screening, Hiring process, Training, Personal Management, Appraisal process, Inventory Management, Email writing & Etiquette"", '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Payroll processing,Attendance & Leave management,HRMS,Candidate s screening,Hiring process,Training,Personal Management,Appraisal process,Inventory Management,Email writing & Etiquette ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Technician Job in Sec-18 Noida Noida,Technician,"['', '', '', 'Sec-18 Noida, Plot No - M, 03, Sector 18, Noida, Uttar Pradesh 201301', '', '₹ 11,000 to ₹ 17,000', '', '1 Year to 4 Years', '', '', '12th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'English,Hindi', '2 Opening (s)', '', '', '', '', 'Appliances-Computer / Laptop ', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Appliances-Computer / Laptop ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Delivery / Field Job in Vasundhara Ghaziabad,Delivery / Field,"['', '', '', 'Vasundhara', '', '₹ 5,000 to ₹ 6,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Delivery', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Delivery ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Painter Job in Jhansi Jhansi,Painter,"['', '', '', 'Jhansi, 284402', '', '₹ 5,000 to ₹ 16,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '30 Opening (s)', '', '', '', '', 'Painting-Industrial steel ', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Painting-Industrial steel ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Technician job in Bhosari I.e. Pune,Technician,"['', '', '', 'Bhosari I.e.', '', '₹ 5,000 to ₹ 18,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'English,Hindi', '10 Opening (s)', '', '', '', '', 'Others - operating', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Others - operating ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Urgent Requirement : Architect,Architect,"['', '', '', 'Rajouri Garden', '', '₹ 20,000 to ₹ 40,000', '', '6 Months to 1 Year', '', '', 'B.Arch', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Hindi,English', 'Hindi,English', '5 Opening (s)', '', '', '', '', 'Design & drawing, Methodical approach, Analytical approach, Excellent maths, Good communication, Information Technology, Segment-Exterior Designing', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Urgent Requirement : Architect ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Delivery / Field Job in Vasundhra Ghaziabad,Delivery / Field,"['', '', '', 'Vasundhra', '', '₹ 5,000 to ₹ 6,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Delivery', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Delivery ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Digital Marketing job in New Bilaspur town ship Bilaspur Chhattisgarh,Digital Marketing,"['', '', '', 'New Bilaspur town ship, Lakhanpur', '', '₹ 12,000 to ₹ 32,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'Oriya,Bengali,English,Hindi', '29 Opening (s)', '', '', '', '', 'Marketing Platform', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Marketing Platform ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sales / Marketing Job In Charni Road Mumbai. Looking For Preferable Female For Calling And Mailing,Sales / Marketing,"['', '', '', 'Charni Road', '', '₹ 12,000 to ₹ 16,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Full Time (Day)', '', '', '', 'Female', '', '', 'English', 'English', '10 Opening (s)', '', '', '', '', 'MS Excel', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Full time/half time marketing & sales job - calling & mailing prospective clients ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Construction Job in Vasundhra Enclave Delhi,Construction,"['', '', '', 'Vasundhra Enclave', '', '₹ 5,000 to ₹ 10,000', '', '6 Months to 1 Year', '', '', 'Above Post Graduate', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '2 Opening (s)', '', '', '', '', 'Operate-Earth Moving machinery, Operate-Repair Machinery', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Operate-Earth Moving machinery,Operate-Repair Machinery ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Hindi Telecallers And Computer Operators,BPO / Data Entry / Computer Operator,"['', '', '', 'Kachiguda', '', '₹ 10,000 to ₹ 30,000', '', '', '', '', '', '', 'Fresher', '', '', '10th Standard', 'Full Time (Day)', '', '', '', 'Female', '', '', 'English,Hindi', 'English,Hindi', '30 Opening (s)', '', '', '', '', 'Inbound,  Outbound,  Domestic,  Voice,  Non voice,  Customer support,  Basics of computer,  MS Excel,  Good communication', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Inbound, Outbound, Domestic, Voice, Non voice, Customer support, Basics of computer, MS Excel, Good communication ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Tailor Job in Santoshpur Kolkata,Tailor,"['', '', '', 'Santoshpur', '', '₹ 5,000 to ₹ 10,000', '', '5 Years to 7+ Years', '', '', 'Below 10th Standard', 'Part Time (Afternoon)', '', '', '', '', 'Any Gender', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Pattern cutting, Sewing machines, Ironing, Finishing, Style-Indian, Style-Western, Style-Contemporary, Segment-ladies, Segment-Kids, Segment-Boutique', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Cutting and stitching as per given design with very good finishing ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Retail Sales job in Kashmere gate Delhi,Retail Sales,"['', '', '', 'Kashmere gate, Karol Bagh, Connaught Place, Ajmeri Gate extn., Rohini sec.22', '', '₹ 10,000 to ₹ 12,000', '', '6 Months to 1 Year', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'English,Hindi', '20 Opening (s)', '', '', '', '', 'Invoicing / Billing,  Detail oriented', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Invoicing / Billing, Detail oriented ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Cashier job in Kandivali East Mumbai,Cashier,"['', '', '', 'Kandivali East', '', '₹ 5,000 to ₹ 10,000', '', '6 Months to 5 Years', '', '', '12th Standard', 'Full Time (Day)', '', '', 'Male', '', '', '', 'Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Basics of computer', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Basics of computer ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Accountant Job in Baggiroad bazar Gonda,Accountant,"['', '', '', 'Baggiroad bazar', '', '₹ 10,000 to ₹ 10,000', '', '1 Year to 7+ Years', '', '', '12th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'English,Hindi', 'Hindi', '1 Opening (s)', '', '', '', '', 'Cash / Bank handling, Billing & Collection, Software-Tally, Software-MS Excel', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Cash / Bank handling,Billing & Collection,Software-Tally,Software-MS Excel ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Data Collection / Survey job in Bijnor Najibadad Chandpur Dhampur ,Data Collection / Survey,"['', '', '', 'Bijnor, Chandpur Sugar factory, Najibabad', '', '₹ 6,000 to ₹ 15,000', '', '', '', '', '', '', 'Fresher', '', '', '12th Standard', 'Full Time (Day)', '', '', '', '', 'Any Gender', '', 'Hindi', 'Hindi', '10 Opening (s)', '', '', '', '', 'Data collection,  Reporting,  Surveying,  Data processing,  MS Excel,  Data analysis,  Others - marketing promotion', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Data collection, Reporting, Surveying, Data processing, MS Excel, Data analysis, Others - marketing promotion  ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Beautician / Salon job in Hastings Kolkata,Beautician / Salon,"['', '', '', 'Behala Municipal market', '', '₹ 18,000 to ₹ 36,000', '', '', '', '', '', '', 'Fresher', '', '', 'Below 10th Standard', 'Full Time (Day)', '', '', '', 'Female', '', '', 'Hindi,Bengali', 'Bengali', '2 Opening (s)', '', '', '', '', 'Massage', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Massage ', '', '', '', '', '', '', '', '', ' CALL NOW', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
Sales / Marketing job in Bhopal. Bhopal,Sales / Marketing,"['', '', '', 'Bhopal.', '', '₹ 10,000 to ₹ 12,000', '', '6 Months to 1 Year', '', '', 'Graduation - Any Stream', 'Full Time (Day)', '', '', 'Male', '', '', '', 'English,Hindi', 'Hindi', '20 Opening (s)', '', '', '', '', 'Good confidence level,  Numerical ability,  Good communication,  Brand Marketing,  Field Sales', '', '', '', '', 'Job Description', ' ', '', '', '', '', 'Required Good confidence level, Numerical ability, Good communication, Brand Marketing, Field Sales ', '', '', '', '', '', '', '', '', '', ' APPLY NOW', '', '', '', '', '', '', '', '', '', '', '', '', '']"
